Instrument name,DSC2A-00468
Operator,Yarger
Sample name,Benzoic_Acid
[step]
Ramp 5.00 °C/min to 150.00 °C
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
0.00,30.07,-0.007
0.00,30.07,-0.007
0.00,30.07,-0.007
0.01,30.07,-0.007
0.01,30.07,-0.007
0.01,30.07,-0.007
0.01,30.07,-0.007
0.01,30.07,-0.007
0.01,30.07,-0.007
0.01,30.07,-0.007
0.02,30.07,-0.007
0.02,30.07,-0.007
0.02,30.07,-0.007
0.02,30.07,-0.007
0.02,30.07,-0.007
0.03,30.07,-0.007
0.03,30.07,-0.007
0.03,30.07,-0.007
0.03,30.07,-0.007
0.03,30.07,-0.007
0.03,30.07,-0.007
0.03,30.07,-0.007
0.04,30.07,-0.007
0.04,30.07,-0.007
0.04,30.08,-0.007
0.04,30.07,-0.007
0.04,30.08,-0.007
0.05,30.08,-0.007
0.05,30.08,-0.007
0.05,30.08,-0.007
0.05,30.08,-0.007
0.05,30.08,-0.007
0.05,30.08,-0.007
0.05,30.08,-0.007
0.06,30.08,-0.007
0.06,30.08,-0.007
0.06,30.08,-0.007
0.06,30.08,-0.007
0.06,30.08,-0.007
0.07,30.09,-0.007
0.07,30.08,-0.007
0.07,30.09,-0.007
0.07,30.09,-0.007
0.07,30.09,-0.007
0.07,30.09,-0.007
0.08,30.09,-0.006
0.08,30.09,-0.006
0.08,30.09,-0.006
0.08,30.10,-0.006
0.08,30.10,-0.006
0.08,30.10,-0.006
0.08,30.10,-0.006
0.09,30.10,-0.006
0.09,30.11,-0.006
0.09,30.11,-0.006
0.09,30.11,-0.005
0.09,30.11,-0.005
0.09,30.11,-0.005
0.10,30.12,-0.005
0.10,30.12,-0.005
0.10,30.12,-0.004
0.10,30.12,-0.004
0.10,30.13,-0.004
0.11,30.13,-0.003
0.11,30.13,-0.003
0.11,30.14,-0.002
0.11,30.14,-0.002
0.11,30.14,-0.001
0.11,30.15,0.000
0.12,30.15,0.000
0.12,30.15,0.001
0.12,30.16,0.002
0.12,30.16,0.003
0.12,30.17,0.003
0.12,30.17,0.004
0.13,30.17,0.005
0.13,30.18,0.006
0.13,30.18,0.007
0.13,30.19,0.008
0.13,30.19,0.009
0.13,30.20,0.010
0.14,30.20,0.011
0.14,30.21,0.012
0.14,30.21,0.013
0.14,30.21,0.014
0.14,30.22,0.015
0.14,30.22,0.016
0.14,30.23,0.017
0.15,30.24,0.018
0.15,30.24,0.019
0.15,30.25,0.021
0.15,30.25,0.022
0.15,30.26,0.023
0.16,30.26,0.024
0.16,30.27,0.026
0.16,30.27,0.028
0.16,30.28,0.029
0.16,30.28,0.030
0.16,30.29,0.031
0.16,30.30,0.032
0.17,30.30,0.032
0.17,30.31,0.032
0.17,30.31,0.033
0.17,30.32,0.033
0.17,30.33,0.034
0.18,30.33,0.035
0.18,30.34,0.036
0.18,30.34,0.037
0.18,30.35,0.037
0.18,30.36,0.038
0.18,30.36,0.039
0.19,30.37,0.040
0.19,30.37,0.041
0.19,30.38,0.042
0.19,30.39,0.042
0.19,30.39,0.043
0.19,30.40,0.044
0.19,30.41,0.044
0.20,30.41,0.045
0.20,30.42,0.046
0.20,30.43,0.046
0.20,30.43,0.047
0.20,30.44,0.047
0.21,30.45,0.048
0.21,30.45,0.048
0.21,30.46,0.049
0.21,30.47,0.049
0.21,30.47,0.050
0.21,30.48,0.050
0.21,30.49,0.050
0.22,30.49,0.051
0.22,30.50,0.051
0.22,30.51,0.051
0.22,30.52,0.051
0.22,30.52,0.051
0.23,30.53,0.052
0.23,30.54,0.052
0.23,30.54,0.053
0.23,30.55,0.054
0.23,30.56,0.054
0.23,30.56,0.055
0.24,30.57,0.055
0.24,30.58,0.055
0.24,30.58,0.055
0.24,30.59,0.055
0.24,30.60,0.056
0.24,30.61,0.056
0.24,30.61,0.056
0.25,30.62,0.057
0.25,30.63,0.057
0.25,30.64,0.058
0.25,30.64,0.058
0.25,30.65,0.058
0.26,30.66,0.058
0.26,30.67,0.058
0.26,30.67,0.058
0.26,30.68,0.058
0.26,30.69,0.058
0.26,30.70,0.059
0.26,30.70,0.059
0.27,30.71,0.059
0.27,30.72,0.059
0.27,30.72,0.059
0.27,30.73,0.059
0.27,30.74,0.060
0.28,30.75,0.060
0.28,30.75,0.060
0.28,30.76,0.060
0.28,30.77,0.061
0.28,30.78,0.061
0.28,30.78,0.061
0.29,30.79,0.061
0.29,30.80,0.061
0.29,30.81,0.062
0.29,30.81,0.062
0.29,30.82,0.062
0.29,30.83,0.062
0.30,30.84,0.062
0.30,30.85,0.062
0.30,30.85,0.062
0.30,30.86,0.062
0.30,30.87,0.062
0.30,30.87,0.063
0.30,30.88,0.063
0.31,30.89,0.063
0.31,30.90,0.063
0.31,30.91,0.063
0.31,30.91,0.063
0.31,30.92,0.063
0.31,30.93,0.064
0.32,30.94,0.064
0.32,30.94,0.064
0.32,30.95,0.064
0.32,30.96,0.064
0.32,30.97,0.064
0.33,30.98,0.064
0.33,30.98,0.064
0.33,30.99,0.064
0.33,31.00,0.064
0.33,31.01,0.064
0.33,31.02,0.064
0.34,31.02,0.064
0.34,31.03,0.064
0.34,31.04,0.065
0.34,31.05,0.065
0.34,31.06,0.065
0.34,31.06,0.065
0.35,31.07,0.065
0.35,31.08,0.065
0.35,31.09,0.065
0.35,31.09,0.065
0.35,31.10,0.065
0.35,31.11,0.065
0.35,31.12,0.065
0.36,31.13,0.065
0.36,31.13,0.065
0.36,31.14,0.066
0.36,31.15,0.066
0.36,31.16,0.066
0.36,31.17,0.066
0.37,31.17,0.066
0.37,31.18,0.066
0.37,31.19,0.066
0.37,31.20,0.066
0.37,31.21,0.066
0.38,31.21,0.066
0.38,31.22,0.066
0.38,31.23,0.066
0.38,31.24,0.066
0.38,31.25,0.066
0.38,31.25,0.067
0.39,31.26,0.067
0.39,31.27,0.067
0.39,31.28,0.067
0.39,31.29,0.067
0.39,31.29,0.067
0.39,31.30,0.067
0.40,31.31,0.067
0.40,31.32,0.067
0.40,31.33,0.067
0.40,31.33,0.067
0.40,31.34,0.068
0.40,31.35,0.068
0.40,31.36,0.068
0.41,31.37,0.068
0.41,31.38,0.068
0.41,31.38,0.068
0.41,31.39,0.068
0.41,31.40,0.068
0.41,31.41,0.068
0.42,31.41,0.068
0.42,31.42,0.068
0.42,31.43,0.068
0.42,31.44,0.068
0.42,31.45,0.068
0.43,31.45,0.068
0.43,31.46,0.068
0.43,31.47,0.068
0.43,31.48,0.068
0.43,31.49,0.069
0.43,31.50,0.069
0.44,31.50,0.069
0.44,31.51,0.069
0.44,31.52,0.069
0.44,31.53,0.069
0.44,31.54,0.069
0.44,31.55,0.069
0.45,31.55,0.069
0.45,31.56,0.069
0.45,31.57,0.069
0.45,31.58,0.069
0.45,31.58,0.069
0.45,31.59,0.070
0.45,31.60,0.070
0.46,31.61,0.070
0.46,31.62,0.070
0.46,31.63,0.070
0.46,31.64,0.070
0.46,31.64,0.070
0.46,31.65,0.070
0.47,31.66,0.070
0.47,31.67,0.070
0.47,31.68,0.070
0.47,31.68,0.070
0.47,31.69,0.070
0.48,31.70,0.070
0.48,31.71,0.070
0.48,31.72,0.070
0.48,31.72,0.070
0.48,31.73,0.070
0.48,31.74,0.070
0.49,31.75,0.071
0.49,31.76,0.071
0.49,31.76,0.071
0.49,31.77,0.071
0.49,31.78,0.071
0.49,31.79,0.071
0.50,31.80,0.071
0.50,31.81,0.071
0.50,31.81,0.071
0.50,31.82,0.071
0.50,31.83,0.071
0.50,31.84,0.071
0.50,31.85,0.071
0.51,31.85,0.071
0.51,31.86,0.071
0.51,31.87,0.071
0.51,31.88,0.071
0.51,31.89,0.071
0.51,31.90,0.071
0.52,31.90,0.071
0.52,31.91,0.071
0.52,31.92,0.071
0.52,31.93,0.072
0.52,31.94,0.072
0.53,31.95,0.072
0.53,31.95,0.072
0.53,31.96,0.072
0.53,31.97,0.072
0.53,31.98,0.072
0.53,31.99,0.072
0.53,31.99,0.072
0.54,32.00,0.072
0.54,32.01,0.072
0.54,32.02,0.072
0.54,32.03,0.072
0.54,32.04,0.072
0.55,32.04,0.072
0.55,32.05,0.072
0.55,32.06,0.072
0.55,32.07,0.072
0.55,32.08,0.072
0.55,32.09,0.072
0.55,32.09,0.072
0.56,32.10,0.072
0.56,32.11,0.072
0.56,32.12,0.073
0.56,32.13,0.073
0.56,32.13,0.073
0.57,32.14,0.073
0.57,32.15,0.073
0.57,32.16,0.073
0.57,32.17,0.073
0.57,32.18,0.073
0.57,32.18,0.073
0.58,32.19,0.073
0.58,32.20,0.073
0.58,32.21,0.073
0.58,32.22,0.073
0.58,32.23,0.073
0.58,32.23,0.073
0.58,32.24,0.073
0.59,32.25,0.073
0.59,32.26,0.073
0.59,32.27,0.073
0.59,32.28,0.073
0.59,32.28,0.073
0.60,32.29,0.073
0.60,32.30,0.073
0.60,32.31,0.073
0.60,32.32,0.073
0.60,32.32,0.073
0.60,32.33,0.073
0.60,32.34,0.073
0.61,32.35,0.073
0.61,32.36,0.073
0.61,32.37,0.073
0.61,32.37,0.073
0.61,32.38,0.074
0.62,32.39,0.074
0.62,32.40,0.074
0.62,32.41,0.074
0.62,32.42,0.074
0.62,32.42,0.074
0.62,32.43,0.074
0.63,32.44,0.074
0.63,32.45,0.074
0.63,32.46,0.074
0.63,32.47,0.074
0.63,32.47,0.074
0.63,32.48,0.074
0.63,32.49,0.074
0.64,32.50,0.074
0.64,32.51,0.074
0.64,32.51,0.074
0.64,32.52,0.074
0.64,32.53,0.074
0.65,32.54,0.074
0.65,32.55,0.074
0.65,32.55,0.074
0.65,32.56,0.074
0.65,32.57,0.074
0.65,32.58,0.074
0.65,32.59,0.074
0.66,32.60,0.074
0.66,32.60,0.074
0.66,32.61,0.074
0.66,32.62,0.074
0.66,32.63,0.074
0.67,32.64,0.074
0.67,32.65,0.074
0.67,32.65,0.074
0.67,32.66,0.074
0.67,32.67,0.074
0.67,32.68,0.074
0.68,32.69,0.074
0.68,32.70,0.074
0.68,32.70,0.074
0.68,32.71,0.074
0.68,32.72,0.074
0.68,32.73,0.074
0.68,32.74,0.074
0.69,32.75,0.075
0.69,32.75,0.075
0.69,32.76,0.075
0.69,32.77,0.075
0.69,32.78,0.075
0.70,32.79,0.075
0.70,32.80,0.075
0.70,32.80,0.075
0.70,32.81,0.075
0.70,32.82,0.075
0.70,32.83,0.075
0.70,32.84,0.075
0.71,32.84,0.075
0.71,32.85,0.075
0.71,32.86,0.075
0.71,32.87,0.075
0.71,32.88,0.075
0.72,32.89,0.075
0.72,32.89,0.075
0.72,32.90,0.075
0.72,32.91,0.075
0.72,32.92,0.075
0.72,32.93,0.075
0.73,32.94,0.075
0.73,32.94,0.075
0.73,32.95,0.075
0.73,32.96,0.075
0.73,32.97,0.075
0.73,32.98,0.075
0.73,32.99,0.075
0.74,32.99,0.075
0.74,33.00,0.075
0.74,33.01,0.075
0.74,33.02,0.075
0.74,33.03,0.075
0.75,33.04,0.075
0.75,33.04,0.075
0.75,33.05,0.075
0.75,33.06,0.075
0.75,33.07,0.075
0.75,33.08,0.075
0.75,33.09,0.075
0.76,33.09,0.075
0.76,33.10,0.075
0.76,33.11,0.075
0.76,33.12,0.075
0.76,33.13,0.075
0.77,33.13,0.075
0.77,33.14,0.075
0.77,33.15,0.075
0.77,33.16,0.075
0.77,33.17,0.075
0.77,33.18,0.075
0.78,33.18,0.075
0.78,33.19,0.075
0.78,33.20,0.075
0.78,33.21,0.075
0.78,33.22,0.075
0.78,33.23,0.075
0.78,33.23,0.075
0.79,33.24,0.075
0.79,33.25,0.075
0.79,33.26,0.075
0.79,33.27,0.075
0.79,33.27,0.075
0.80,33.28,0.075
0.80,33.29,0.075
0.80,33.30,0.075
0.80,33.31,0.075
0.80,33.32,0.075
0.80,33.32,0.075
0.80,33.33,0.075
0.81,33.34,0.075
0.81,33.35,0.075
0.81,33.36,0.075
0.81,33.37,0.075
0.81,33.37,0.075
0.82,33.38,0.075
0.82,33.39,0.075
0.82,33.40,0.075
0.82,33.41,0.075
0.82,33.42,0.075
0.82,33.43,0.075
0.83,33.43,0.075
0.83,33.44,0.075
0.83,33.45,0.075
0.83,33.46,0.075
0.83,33.47,0.075
0.83,33.47,0.075
0.83,33.48,0.075
0.84,33.49,0.075
0.84,33.50,0.075
0.84,33.51,0.075
0.84,33.51,0.075
0.84,33.52,0.075
0.85,33.53,0.075
0.85,33.54,0.075
0.85,33.55,0.075
0.85,33.56,0.075
0.85,33.57,0.075
0.85,33.57,0.076
0.85,33.58,0.076
0.86,33.59,0.076
0.86,33.60,0.076
0.86,33.61,0.076
0.86,33.62,0.076
0.86,33.62,0.076
0.87,33.63,0.076
0.87,33.64,0.076
0.87,33.65,0.076
0.87,33.66,0.076
0.87,33.67,0.076
0.87,33.67,0.076
0.88,33.68,0.076
0.88,33.69,0.076
0.88,33.70,0.076
0.88,33.71,0.076
0.88,33.72,0.076
0.88,33.72,0.076
0.88,33.73,0.076
0.89,33.74,0.076
0.89,33.75,0.076
0.89,33.76,0.076
0.89,33.77,0.076
0.89,33.77,0.076
0.90,33.78,0.076
0.90,33.79,0.076
0.90,33.80,0.076
0.90,33.81,0.076
0.90,33.81,0.076
0.90,33.82,0.076
0.90,33.83,0.076
0.91,33.84,0.076
0.91,33.85,0.076
0.91,33.86,0.076
0.91,33.86,0.076
0.91,33.87,0.076
0.92,33.88,0.076
0.92,33.89,0.076
0.92,33.90,0.076
0.92,33.91,0.076
0.92,33.92,0.076
0.92,33.92,0.076
0.93,33.93,0.076
0.93,33.94,0.075
0.93,33.95,0.075
0.93,33.96,0.075
0.93,33.96,0.075
0.93,33.97,0.075
0.93,33.98,0.075
0.94,33.99,0.075
0.94,34.00,0.076
0.94,34.01,0.076
0.94,34.01,0.076
0.94,34.02,0.076
0.95,34.03,0.076
0.95,34.04,0.076
0.95,34.05,0.075
0.95,34.06,0.075
0.95,34.06,0.075
0.95,34.07,0.075
0.95,34.08,0.075
0.96,34.09,0.075
0.96,34.10,0.075
0.96,34.11,0.075
0.96,34.11,0.075
0.96,34.12,0.075
0.97,34.13,0.075
0.97,34.14,0.075
0.97,34.15,0.075
0.97,34.15,0.075
0.97,34.16,0.075
0.97,34.17,0.076
0.98,34.18,0.076
0.98,34.19,0.076
0.98,34.20,0.076
0.98,34.21,0.076
0.98,34.21,0.076
0.98,34.22,0.076
0.98,34.23,0.076
0.99,34.24,0.075
0.99,34.25,0.075
0.99,34.25,0.075
0.99,34.26,0.075
0.99,34.27,0.075
1.00,34.28,0.075
1.00,34.29,0.075
1.00,34.30,0.075
1.00,34.30,0.075
1.00,34.31,0.075
1.00,34.32,0.075
1.00,34.33,0.075
1.01,34.34,0.075
1.01,34.35,0.075
1.01,34.35,0.075
1.01,34.36,0.075
1.01,34.37,0.075
1.02,34.38,0.075
1.02,34.39,0.075
1.02,34.40,0.075
1.02,34.40,0.075
1.02,34.41,0.075
1.02,34.42,0.075
1.03,34.43,0.075
1.03,34.44,0.075
1.03,34.45,0.075
1.03,34.45,0.075
1.03,34.46,0.075
1.03,34.47,0.075
1.03,34.48,0.075
1.04,34.49,0.075
1.04,34.50,0.075
1.04,34.51,0.075
1.04,34.51,0.075
1.04,34.52,0.075
1.05,34.53,0.075
1.05,34.54,0.075
1.05,34.55,0.075
1.05,34.55,0.075
1.05,34.56,0.075
1.05,34.57,0.075
1.05,34.58,0.075
1.06,34.59,0.075
1.06,34.60,0.075
1.06,34.60,0.075
1.06,34.61,0.075
1.06,34.62,0.075
1.07,34.63,0.075
1.07,34.64,0.075
1.07,34.65,0.075
1.07,34.65,0.075
1.07,34.66,0.075
1.07,34.67,0.075
1.08,34.68,0.075
1.08,34.69,0.075
1.08,34.70,0.075
1.08,34.70,0.075
1.08,34.71,0.075
1.08,34.72,0.075
1.08,34.73,0.075
1.09,34.74,0.075
1.09,34.75,0.075
1.09,34.75,0.075
1.09,34.76,0.075
1.09,34.77,0.075
1.09,34.78,0.075
1.10,34.79,0.075
1.10,34.80,0.075
1.10,34.80,0.075
1.10,34.81,0.075
1.10,34.82,0.075
1.11,34.83,0.075
1.11,34.84,0.075
1.11,34.85,0.075
1.11,34.85,0.075
1.11,34.86,0.075
1.11,34.87,0.075
1.12,34.88,0.075
1.12,34.89,0.075
1.12,34.90,0.075
1.12,34.90,0.075
1.12,34.91,0.075
1.12,34.92,0.075
1.13,34.93,0.075
1.13,34.94,0.075
1.13,34.95,0.075
1.13,34.95,0.075
1.13,34.96,0.075
1.13,34.97,0.075
1.13,34.98,0.075
1.14,34.99,0.075
1.14,35.00,0.075
1.14,35.00,0.075
1.14,35.01,0.075
1.14,35.02,0.075
1.14,35.03,0.075
1.15,35.04,0.075
1.15,35.05,0.075
1.15,35.05,0.075
1.15,35.06,0.075
1.15,35.07,0.075
1.16,35.08,0.075
1.16,35.09,0.075
1.16,35.09,0.075
1.16,35.10,0.075
1.16,35.11,0.075
1.16,35.12,0.075
1.17,35.13,0.075
1.17,35.14,0.075
1.17,35.14,0.075
1.17,35.15,0.075
1.17,35.16,0.075
1.17,35.17,0.075
1.18,35.18,0.075
1.18,35.19,0.075
1.18,35.19,0.075
1.18,35.20,0.075
1.18,35.21,0.075
1.18,35.22,0.075
1.18,35.23,0.075
1.19,35.24,0.075
1.19,35.25,0.075
1.19,35.25,0.075
1.19,35.26,0.075
1.19,35.27,0.075
1.19,35.28,0.075
1.20,35.29,0.075
1.20,35.29,0.075
1.20,35.30,0.075
1.20,35.31,0.075
1.20,35.32,0.075
1.21,35.33,0.075
1.21,35.34,0.075
1.21,35.34,0.075
1.21,35.35,0.075
1.21,35.36,0.075
1.21,35.37,0.075
1.22,35.38,0.075
1.22,35.39,0.075
1.22,35.40,0.075
1.22,35.40,0.075
1.22,35.41,0.075
1.22,35.42,0.075
1.23,35.43,0.075
1.23,35.44,0.075
1.23,35.45,0.075
1.23,35.45,0.075
1.23,35.46,0.075
1.23,35.47,0.075
1.23,35.48,0.075
1.24,35.49,0.075
1.24,35.49,0.075
1.24,35.50,0.075
1.24,35.51,0.075
1.24,35.52,0.075
1.24,35.53,0.075
1.25,35.54,0.075
1.25,35.54,0.075
1.25,35.55,0.075
1.25,35.56,0.075
1.25,35.57,0.075
1.26,35.58,0.075
1.26,35.59,0.075
1.26,35.59,0.075
1.26,35.60,0.075
1.26,35.61,0.075
1.26,35.62,0.075
1.27,35.63,0.075
1.27,35.64,0.075
1.27,35.64,0.075
1.27,35.65,0.075
1.27,35.66,0.075
1.27,35.67,0.075
1.28,35.68,0.074
1.28,35.69,0.074
1.28,35.69,0.074
1.28,35.70,0.074
1.28,35.71,0.074
1.28,35.72,0.074
1.28,35.73,0.074
1.29,35.74,0.074
1.29,35.74,0.074
1.29,35.75,0.074
1.29,35.76,0.074
1.29,35.77,0.074
1.29,35.78,0.074
1.30,35.79,0.074
1.30,35.79,0.074
1.30,35.80,0.074
1.30,35.81,0.074
1.30,35.82,0.074
1.31,35.83,0.074
1.31,35.84,0.074
1.31,35.84,0.074
1.31,35.85,0.074
1.31,35.86,0.074
1.31,35.87,0.074
1.32,35.88,0.074
1.32,35.89,0.074
1.32,35.89,0.074
1.32,35.90,0.074
1.32,35.91,0.074
1.32,35.92,0.074
1.33,35.93,0.074
1.33,35.94,0.074
1.33,35.94,0.074
1.33,35.95,0.074
1.33,35.96,0.074
1.33,35.97,0.074
1.33,35.98,0.074
1.34,35.99,0.074
1.34,35.99,0.074
1.34,36.00,0.074
1.34,36.01,0.074
1.34,36.02,0.074
1.34,36.03,0.074
1.35,36.03,0.074
1.35,36.04,0.074
1.35,36.05,0.074
1.35,36.06,0.074
1.35,36.07,0.074
1.36,36.08,0.074
1.36,36.09,0.074
1.36,36.09,0.074
1.36,36.10,0.074
1.36,36.11,0.074
1.36,36.12,0.074
1.37,36.13,0.074
1.37,36.13,0.074
1.37,36.14,0.074
1.37,36.15,0.074
1.37,36.16,0.074
1.37,36.17,0.074
1.38,36.18,0.074
1.38,36.18,0.074
1.38,36.19,0.074
1.38,36.20,0.074
1.38,36.21,0.074
1.38,36.22,0.074
1.38,36.23,0.074
1.39,36.24,0.074
1.39,36.24,0.074
1.39,36.25,0.074
1.39,36.26,0.074
1.39,36.27,0.074
1.39,36.28,0.074
1.40,36.28,0.074
1.40,36.29,0.074
1.40,36.30,0.074
1.40,36.31,0.074
1.40,36.32,0.074
1.41,36.33,0.074
1.41,36.33,0.074
1.41,36.34,0.074
1.41,36.35,0.074
1.41,36.36,0.074
1.41,36.37,0.074
1.42,36.38,0.074
1.42,36.38,0.074
1.42,36.39,0.074
1.42,36.40,0.074
1.42,36.41,0.074
1.42,36.42,0.074
1.43,36.43,0.074
1.43,36.44,0.074
1.43,36.44,0.074
1.43,36.45,0.074
1.43,36.46,0.074
1.43,36.47,0.074
1.43,36.48,0.074
1.44,36.49,0.074
1.44,36.49,0.074
1.44,36.50,0.074
1.44,36.51,0.074
1.44,36.52,0.074
1.44,36.53,0.074
1.45,36.53,0.074
1.45,36.54,0.074
1.45,36.55,0.074
1.45,36.56,0.074
1.45,36.57,0.074
1.46,36.58,0.074
1.46,36.58,0.074
1.46,36.59,0.074
1.46,36.60,0.074
1.46,36.61,0.074
1.46,36.62,0.074
1.47,36.63,0.074
1.47,36.64,0.074
1.47,36.64,0.074
1.47,36.65,0.074
1.47,36.66,0.074
1.47,36.67,0.074
1.48,36.68,0.074
1.48,36.69,0.074
1.48,36.69,0.074
1.48,36.70,0.074
1.48,36.71,0.074
1.48,36.72,0.074
1.48,36.73,0.074
1.49,36.74,0.074
1.49,36.74,0.074
1.49,36.75,0.074
1.49,36.76,0.074
1.49,36.77,0.074
1.49,36.78,0.074
1.50,36.79,0.074
1.50,36.79,0.074
1.50,36.80,0.074
1.50,36.81,0.074
1.50,36.82,0.074
1.51,36.83,0.074
1.51,36.84,0.074
1.51,36.84,0.074
1.51,36.85,0.074
1.51,36.86,0.074
1.51,36.87,0.074
1.52,36.88,0.074
1.52,36.89,0.074
1.52,36.89,0.073
1.52,36.90,0.073
1.52,36.91,0.073
1.52,36.92,0.074
1.53,36.93,0.074
1.53,36.94,0.074
1.53,36.94,0.074
1.53,36.95,0.074
1.53,36.96,0.074
1.53,36.97,0.074
1.53,36.98,0.074
1.54,36.99,0.074
1.54,36.99,0.074
1.54,37.00,0.074
1.54,37.01,0.074
1.54,37.02,0.073
1.54,37.03,0.073
1.55,37.03,0.073
1.55,37.04,0.073
1.55,37.05,0.073
1.55,37.06,0.073
1.55,37.07,0.073
1.56,37.08,0.073
1.56,37.09,0.073
1.56,37.09,0.073
1.56,37.10,0.073
1.56,37.11,0.073
1.56,37.12,0.073
1.57,37.13,0.073
1.57,37.14,0.073
1.57,37.14,0.073
1.57,37.15,0.073
1.57,37.16,0.073
1.57,37.17,0.073
1.58,37.18,0.073
1.58,37.18,0.073
1.58,37.19,0.073
1.58,37.20,0.073
1.58,37.21,0.073
1.58,37.22,0.073
1.58,37.23,0.073
1.59,37.24,0.073
1.59,37.24,0.073
1.59,37.25,0.073
1.59,37.26,0.073
1.59,37.27,0.073
1.59,37.28,0.073
1.60,37.29,0.073
1.60,37.29,0.073
1.60,37.30,0.073
1.60,37.31,0.073
1.60,37.32,0.073
1.61,37.33,0.073
1.61,37.33,0.073
1.61,37.34,0.073
1.61,37.35,0.073
1.61,37.36,0.073
1.61,37.37,0.073
1.62,37.38,0.073
1.62,37.39,0.073
1.62,37.39,0.073
1.62,37.40,0.073
1.62,37.41,0.073
1.62,37.42,0.073
1.63,37.43,0.073
1.63,37.44,0.073
1.63,37.44,0.073
1.63,37.45,0.073
1.63,37.46,0.073
1.63,37.47,0.073
1.63,37.48,0.073
1.64,37.49,0.073
1.64,37.49,0.073
1.64,37.50,0.073
1.64,37.51,0.073
1.64,37.52,0.073
1.64,37.53,0.073
1.65,37.54,0.073
1.65,37.54,0.073
1.65,37.55,0.073
1.65,37.56,0.073
1.65,37.57,0.073
1.66,37.58,0.073
1.66,37.59,0.073
1.66,37.59,0.073
1.66,37.60,0.073
1.66,37.61,0.073
1.66,37.62,0.073
1.67,37.63,0.073
1.67,37.64,0.073
1.67,37.64,0.073
1.67,37.65,0.073
1.67,37.66,0.073
1.67,37.67,0.073
1.68,37.68,0.073
1.68,37.69,0.073
1.68,37.69,0.073
1.68,37.70,0.073
1.68,37.71,0.073
1.68,37.72,0.073
1.68,37.73,0.073
1.69,37.74,0.073
1.69,37.74,0.073
1.69,37.75,0.073
1.69,37.76,0.073
1.69,37.77,0.073
1.69,37.78,0.073
1.70,37.79,0.073
1.70,37.79,0.073
1.70,37.80,0.073
1.70,37.81,0.073
1.70,37.82,0.073
1.71,37.83,0.073
1.71,37.84,0.073
1.71,37.84,0.073
1.71,37.85,0.073
1.71,37.86,0.073
1.71,37.87,0.073
1.72,37.88,0.073
1.72,37.89,0.073
1.72,37.89,0.073
1.72,37.90,0.073
1.72,37.91,0.073
1.72,37.92,0.073
1.73,37.93,0.073
1.73,37.94,0.073
1.73,37.94,0.073
1.73,37.95,0.073
1.73,37.96,0.073
1.73,37.97,0.073
1.73,37.98,0.073
1.74,37.98,0.073
1.74,37.99,0.073
1.74,38.00,0.073
1.74,38.01,0.073
1.74,38.02,0.073
1.74,38.03,0.073
1.75,38.04,0.073
1.75,38.04,0.073
1.75,38.05,0.073
1.75,38.06,0.073
1.75,38.07,0.073
1.76,38.08,0.073
1.76,38.09,0.073
1.76,38.09,0.073
1.76,38.10,0.073
1.76,38.11,0.073
1.76,38.12,0.073
1.77,38.13,0.073
1.77,38.13,0.073
1.77,38.14,0.073
1.77,38.15,0.073
1.77,38.16,0.073
1.77,38.17,0.073
1.78,38.18,0.073
1.78,38.19,0.073
1.78,38.19,0.073
1.78,38.20,0.073
1.78,38.21,0.073
1.78,38.22,0.073
1.78,38.23,0.073
1.79,38.24,0.073
1.79,38.24,0.073
1.79,38.25,0.073
1.79,38.26,0.073
1.79,38.27,0.073
1.79,38.28,0.073
1.80,38.28,0.073
1.80,38.29,0.073
1.80,38.30,0.073
1.80,38.31,0.073
1.80,38.32,0.073
1.81,38.33,0.073
1.81,38.34,0.073
1.81,38.35,0.073
1.81,38.35,0.073
1.81,38.36,0.073
1.81,38.37,0.073
1.82,38.38,0.073
1.82,38.39,0.073
1.82,38.39,0.073
1.82,38.40,0.073
1.82,38.41,0.073
1.82,38.42,0.073
1.83,38.43,0.073
1.83,38.44,0.073
1.83,38.44,0.073
1.83,38.45,0.073
1.83,38.46,0.073
1.83,38.47,0.073
1.83,38.48,0.073
1.84,38.49,0.073
1.84,38.49,0.073
1.84,38.50,0.073
1.84,38.51,0.073
1.84,38.52,0.073
1.84,38.53,0.073
1.85,38.54,0.073
1.85,38.54,0.073
1.85,38.55,0.073
1.85,38.56,0.073
1.85,38.57,0.073
1.86,38.58,0.073
1.86,38.59,0.073
1.86,38.59,0.073
1.86,38.60,0.073
1.86,38.61,0.073
1.86,38.62,0.073
1.87,38.63,0.073
1.87,38.64,0.073
1.87,38.64,0.073
1.87,38.65,0.072
1.87,38.66,0.072
1.87,38.67,0.072
1.88,38.68,0.072
1.88,38.69,0.073
1.88,38.69,0.073
1.88,38.70,0.073
1.88,38.71,0.073
1.88,38.72,0.073
1.88,38.73,0.073
1.89,38.74,0.073
1.89,38.74,0.073
1.89,38.75,0.073
1.89,38.76,0.073
1.89,38.77,0.073
1.89,38.78,0.073
1.90,38.79,0.073
1.90,38.79,0.073
1.90,38.80,0.073
1.90,38.81,0.073
1.90,38.82,0.073
1.91,38.83,0.073
1.91,38.84,0.073
1.91,38.84,0.073
1.91,38.85,0.073
1.91,38.86,0.073
1.91,38.87,0.073
1.92,38.88,0.073
1.92,38.88,0.073
1.92,38.89,0.073
1.92,38.90,0.073
