Instrument name,DSC2A-00468
Operator,Jeff Yarger
Sample name,Indium
[step]
Ramp 10.00 °C/min to 200.00 °C
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
42.79,96.51,0.089
42.79,96.53,0.089
42.79,96.54,0.089
42.79,96.56,0.089
42.79,96.58,0.089
42.80,96.59,0.089
42.80,96.61,0.089
42.80,96.63,0.089
42.80,96.64,0.089
42.80,96.66,0.089
42.81,96.68,0.089
42.81,96.69,0.089
42.81,96.71,0.089
42.81,96.73,0.089
42.81,96.74,0.089
42.81,96.76,0.089
42.81,96.78,0.089
42.82,96.79,0.089
42.82,96.81,0.089
42.82,96.83,0.089
42.82,96.84,0.089
42.82,96.86,0.089
42.83,96.88,0.089
42.83,96.89,0.089
42.83,96.91,0.089
42.83,96.93,0.089
42.83,96.94,0.089
42.83,96.96,0.089
42.84,96.98,0.089
42.84,96.99,0.089
42.84,97.01,0.089
42.84,97.03,0.089
42.84,97.04,0.089
42.84,97.06,0.089
42.84,97.08,0.089
42.85,97.09,0.089
42.85,97.11,0.089
42.85,97.13,0.089
42.85,97.14,0.089
42.85,97.16,0.089
42.86,97.18,0.089
42.86,97.19,0.089
42.86,97.21,0.089
42.86,97.23,0.089
42.86,97.24,0.089
42.86,97.26,0.090
42.86,97.28,0.090
42.87,97.29,0.090
42.87,97.31,0.090
42.87,97.33,0.090
42.87,97.34,0.089
42.87,97.36,0.090
42.88,97.38,0.090
42.88,97.39,0.090
42.88,97.41,0.090
42.88,97.43,0.089
42.88,97.45,0.089
42.88,97.46,0.089
42.89,97.48,0.090
42.89,97.49,0.090
42.89,97.51,0.090
42.89,97.53,0.090
42.89,97.54,0.090
42.89,97.56,0.090
42.89,97.58,0.090
42.90,97.59,0.090
42.90,97.61,0.090
42.90,97.63,0.090
42.90,97.64,0.090
42.90,97.66,0.090
42.91,97.68,0.090
42.91,97.69,0.090
42.91,97.71,0.090
42.91,97.73,0.090
42.91,97.75,0.090
42.91,97.76,0.090
42.91,97.78,0.090
42.92,97.79,0.090
42.92,97.81,0.090
42.92,97.83,0.090
42.92,97.84,0.090
42.92,97.86,0.090
42.93,97.88,0.090
42.93,97.89,0.090
42.93,97.91,0.090
42.93,97.93,0.090
42.93,97.94,0.090
42.93,97.96,0.090
42.94,97.98,0.090
42.94,97.99,0.090
42.94,98.01,0.090
42.94,98.03,0.090
42.94,98.05,0.090
42.94,98.06,0.090
42.94,98.08,0.090
42.95,98.10,0.090
42.95,98.11,0.090
42.95,98.13,0.090
42.95,98.15,0.090
42.95,98.16,0.090
42.96,98.18,0.090
42.96,98.19,0.090
42.96,98.21,0.090
42.96,98.23,0.090
42.96,98.24,0.090
42.96,98.26,0.090
42.96,98.28,0.090
42.97,98.29,0.090
42.97,98.31,0.090
42.97,98.33,0.090
42.97,98.34,0.090
42.97,98.36,0.090
42.98,98.38,0.090
42.98,98.39,0.090
42.98,98.41,0.090
42.98,98.43,0.090
42.98,98.44,0.090
42.98,98.46,0.090
42.99,98.48,0.090
42.99,98.49,0.090
42.99,98.51,0.090
42.99,98.53,0.090
42.99,98.55,0.090
42.99,98.56,0.090
42.99,98.58,0.090
43.00,98.60,0.090
43.00,98.61,0.090
43.00,98.63,0.090
43.00,98.64,0.090
43.00,98.66,0.090
43.01,98.68,0.090
43.01,98.69,0.090
43.01,98.71,0.090
43.01,98.73,0.090
43.01,98.74,0.090
43.01,98.76,0.090
43.01,98.78,0.090
43.02,98.80,0.090
43.02,98.81,0.090
43.02,98.83,0.090
43.02,98.85,0.090
43.02,98.86,0.090
43.03,98.88,0.090
43.03,98.90,0.090
43.03,98.91,0.090
43.03,98.93,0.090
43.03,98.95,0.090
43.03,98.96,0.090
43.04,98.98,0.090
43.04,99.00,0.090
43.04,99.01,0.090
43.04,99.03,0.090
43.04,99.04,0.090
43.04,99.06,0.090
43.04,99.08,0.090
43.05,99.09,0.090
43.05,99.11,0.090
43.05,99.13,0.090
43.05,99.15,0.090
43.05,99.16,0.090
43.06,99.18,0.090
43.06,99.20,0.090
43.06,99.21,0.090
43.06,99.23,0.090
43.06,99.25,0.090
43.06,99.26,0.090
43.06,99.28,0.090
43.07,99.30,0.090
43.07,99.31,0.090
43.07,99.33,0.090
43.07,99.35,0.090
43.07,99.36,0.090
43.08,99.38,0.090
43.08,99.40,0.090
43.08,99.41,0.090
43.08,99.43,0.090
43.08,99.45,0.090
43.08,99.46,0.090
43.09,99.48,0.090
43.09,99.50,0.090
43.09,99.51,0.090
43.09,99.53,0.090
43.09,99.55,0.090
43.09,99.56,0.090
43.09,99.58,0.090
43.10,99.60,0.090
43.10,99.61,0.090
43.10,99.63,0.090
43.10,99.65,0.090
43.10,99.66,0.090
43.11,99.68,0.090
43.11,99.70,0.090
43.11,99.71,0.090
43.11,99.73,0.090
43.11,99.74,0.090
43.11,99.76,0.090
43.11,99.78,0.090
43.12,99.80,0.090
43.12,99.81,0.090
43.12,99.83,0.090
43.12,99.85,0.090
43.12,99.86,0.090
43.13,99.88,0.090
43.13,99.90,0.090
43.13,99.91,0.090
43.13,99.93,0.090
43.13,99.95,0.090
43.13,99.96,0.090
43.14,99.98,0.090
43.14,100.00,0.090
43.14,100.01,0.090
43.14,100.03,0.090
43.14,100.05,0.090
43.14,100.06,0.090
43.14,100.08,0.090
43.15,100.10,0.090
43.15,100.11,0.090
43.15,100.13,0.090
43.15,100.15,0.090
43.15,100.16,0.090
43.16,100.18,0.090
43.16,100.20,0.090
43.16,100.21,0.090
43.16,100.23,0.090
43.16,100.25,0.090
43.16,100.26,0.090
43.16,100.28,0.090
43.17,100.30,0.090
43.17,100.31,0.090
43.17,100.33,0.090
43.17,100.35,0.090
43.17,100.36,0.090
43.18,100.38,0.090
43.18,100.40,0.090
43.18,100.41,0.090
43.18,100.43,0.090
43.18,100.45,0.090
43.18,100.46,0.090
43.19,100.48,0.090
43.19,100.50,0.090
43.19,100.51,0.090
43.19,100.53,0.090
43.19,100.55,0.090
43.19,100.56,0.090
43.19,100.58,0.090
43.20,100.60,0.090
43.20,100.61,0.090
43.20,100.63,0.090
43.20,100.65,0.090
43.20,100.66,0.090
43.21,100.68,0.090
43.21,100.70,0.090
43.21,100.71,0.090
43.21,100.73,0.090
43.21,100.75,0.090
43.21,100.76,0.090
43.21,100.78,0.090
43.22,100.80,0.090
43.22,100.81,0.090
43.22,100.83,0.090
43.22,100.85,0.090
43.22,100.86,0.090
43.23,100.88,0.090
43.23,100.90,0.090
43.23,100.91,0.090
43.23,100.93,0.090
43.23,100.95,0.090
43.23,100.96,0.090
43.24,100.98,0.090
43.24,101.00,0.090
43.24,101.01,0.090
43.24,101.03,0.090
43.24,101.05,0.090
43.24,101.06,0.090
43.24,101.08,0.090
43.25,101.10,0.090
43.25,101.11,0.090
43.25,101.13,0.090
43.25,101.15,0.090
43.25,101.16,0.090
43.26,101.18,0.090
43.26,101.20,0.090
43.26,101.21,0.090
43.26,101.23,0.090
43.26,101.25,0.090
43.26,101.26,0.090
43.26,101.28,0.090
43.27,101.30,0.090
43.27,101.31,0.090
43.27,101.33,0.090
43.27,101.35,0.090
43.27,101.36,0.090
43.28,101.38,0.090
43.28,101.40,0.090
43.28,101.41,0.090
43.28,101.43,0.090
43.28,101.45,0.090
43.28,101.46,0.090
43.29,101.48,0.090
43.29,101.50,0.090
43.29,101.51,0.090
43.29,101.53,0.090
43.29,101.55,0.090
43.29,101.56,0.090
43.29,101.58,0.090
43.30,101.60,0.090
43.30,101.61,0.090
43.30,101.63,0.090
43.30,101.65,0.090
43.30,101.66,0.090
43.31,101.68,0.090
43.31,101.70,0.090
43.31,101.71,0.090
43.31,101.73,0.090
43.31,101.75,0.090
43.31,101.76,0.090
43.31,101.78,0.090
43.32,101.80,0.090
43.32,101.81,0.090
43.32,101.83,0.090
43.32,101.85,0.090
43.32,101.86,0.090
43.33,101.88,0.090
43.33,101.90,0.090
43.33,101.91,0.090
43.33,101.93,0.090
43.33,101.95,0.090
43.33,101.96,0.090
43.34,101.98,0.090
43.34,102.00,0.090
43.34,102.01,0.090
43.34,102.03,0.090
43.34,102.05,0.090
43.34,102.06,0.090
43.34,102.08,0.090
43.35,102.10,0.090
43.35,102.11,0.090
43.35,102.13,0.090
43.35,102.15,0.090
43.35,102.16,0.090
43.36,102.18,0.090
43.36,102.20,0.090
43.36,102.21,0.090
43.36,102.23,0.090
43.36,102.25,0.090
43.36,102.26,0.090
43.36,102.28,0.090
43.37,102.30,0.090
43.37,102.31,0.090
43.37,102.33,0.090
43.37,102.35,0.090
43.37,102.36,0.090
43.38,102.38,0.090
43.38,102.40,0.090
43.38,102.41,0.090
43.38,102.43,0.090
43.38,102.45,0.090
43.38,102.46,0.090
43.39,102.48,0.090
43.39,102.50,0.090
43.39,102.51,0.090
43.39,102.53,0.090
43.39,102.55,0.090
43.39,102.56,0.090
43.39,102.58,0.090
43.40,102.60,0.090
43.40,102.61,0.090
43.40,102.63,0.090
43.40,102.65,0.090
43.40,102.66,0.090
43.41,102.68,0.090
43.41,102.70,0.090
43.41,102.71,0.090
43.41,102.73,0.090
43.41,102.75,0.090
43.41,102.76,0.090
43.41,102.78,0.090
43.42,102.80,0.090
43.42,102.81,0.090
43.42,102.83,0.090
43.42,102.85,0.090
43.42,102.86,0.090
43.43,102.88,0.090
43.43,102.90,0.090
43.43,102.91,0.090
43.43,102.93,0.090
43.43,102.95,0.090
43.43,102.96,0.090
43.44,102.98,0.090
43.44,103.00,0.090
43.44,103.01,0.090
43.44,103.03,0.090
43.44,103.05,0.090
43.44,103.06,0.090
43.44,103.08,0.090
43.45,103.10,0.090
43.45,103.11,0.090
43.45,103.13,0.090
43.45,103.15,0.090
43.45,103.16,0.090
43.46,103.18,0.090
43.46,103.20,0.090
43.46,103.21,0.090
43.46,103.23,0.090
43.46,103.25,0.090
43.46,103.26,0.090
43.46,103.28,0.090
43.47,103.30,0.090
43.47,103.31,0.090
43.47,103.33,0.090
43.47,103.35,0.090
43.47,103.36,0.090
43.48,103.38,0.090
43.48,103.40,0.090
43.48,103.41,0.090
43.48,103.43,0.090
43.48,103.45,0.090
43.48,103.46,0.090
43.49,103.48,0.090
43.49,103.50,0.090
43.49,103.51,0.090
43.49,103.53,0.090
43.49,103.55,0.090
43.49,103.56,0.090
43.49,103.58,0.090
43.50,103.60,0.090
43.50,103.61,0.090
43.50,103.63,0.090
43.50,103.65,0.090
43.50,103.66,0.090
43.51,103.68,0.090
43.51,103.70,0.090
43.51,103.71,0.090
43.51,103.73,0.090
43.51,103.75,0.090
43.51,103.76,0.090
43.51,103.78,0.090
43.52,103.80,0.090
43.52,103.81,0.090
43.52,103.83,0.090
43.52,103.85,0.090
43.52,103.86,0.090
43.53,103.88,0.090
43.53,103.90,0.090
43.53,103.91,0.090
43.53,103.93,0.090
43.53,103.95,0.090
43.53,103.96,0.090
43.54,103.98,0.090
43.54,104.00,0.090
43.54,104.01,0.090
43.54,104.03,0.090
43.54,104.05,0.090
43.54,104.06,0.090
43.54,104.08,0.090
43.55,104.10,0.090
43.55,104.11,0.090
43.55,104.13,0.090
43.55,104.15,0.090
43.55,104.16,0.090
43.56,104.18,0.090
43.56,104.20,0.090
43.56,104.21,0.090
43.56,104.23,0.090
43.56,104.25,0.090
43.56,104.27,0.090
43.56,104.28,0.090
43.57,104.30,0.090
43.57,104.31,0.090
43.57,104.33,0.090
43.57,104.35,0.090
43.57,104.36,0.090
43.58,104.38,0.090
43.58,104.40,0.090
43.58,104.41,0.090
43.58,104.43,0.090
43.58,104.45,0.090
43.58,104.46,0.090
43.59,104.48,0.090
43.59,104.50,0.090
43.59,104.51,0.090
43.59,104.53,0.090
43.59,104.55,0.090
43.59,104.56,0.090
43.59,104.58,0.090
43.60,104.60,0.090
43.60,104.62,0.090
43.60,104.63,0.090
43.60,104.65,0.090
43.60,104.66,0.090
43.61,104.68,0.090
43.61,104.70,0.090
43.61,104.71,0.090
43.61,104.73,0.090
43.61,104.75,0.090
43.61,104.76,0.090
43.61,104.78,0.090
43.62,104.80,0.090
43.62,104.81,0.090
43.62,104.83,0.090
43.62,104.85,0.090
43.62,104.87,0.090
43.63,104.88,0.090
43.63,104.90,0.090
43.63,104.91,0.090
43.63,104.93,0.090
43.63,104.95,0.090
43.63,104.96,0.090
43.64,104.98,0.090
43.64,105.00,0.090
43.64,105.01,0.090
43.64,105.03,0.090
43.64,105.05,0.090
43.64,105.06,0.091
43.64,105.08,0.091
43.65,105.10,0.091
43.65,105.11,0.091
43.65,105.13,0.091
43.65,105.15,0.091
43.65,105.16,0.091
43.66,105.18,0.091
43.66,105.20,0.091
43.66,105.21,0.091
43.66,105.23,0.091
43.66,105.25,0.091
43.66,105.27,0.091
43.66,105.28,0.091
43.67,105.30,0.091
43.67,105.32,0.091
43.67,105.33,0.091
43.67,105.35,0.091
43.67,105.36,0.091
43.68,105.38,0.091
43.68,105.40,0.091
43.68,105.42,0.091
43.68,105.43,0.091
43.68,105.45,0.091
43.68,105.47,0.091
43.69,105.48,0.091
43.69,105.50,0.091
43.69,105.52,0.091
43.69,105.53,0.091
43.69,105.55,0.091
43.69,105.56,0.091
43.69,105.58,0.091
43.70,105.60,0.091
43.70,105.62,0.091
43.70,105.63,0.091
43.70,105.65,0.091
43.70,105.67,0.091
43.71,105.68,0.091
43.71,105.70,0.091
43.71,105.72,0.091
43.71,105.73,0.091
43.71,105.75,0.091
43.71,105.77,0.091
43.71,105.78,0.091
43.72,105.80,0.091
43.72,105.82,0.091
43.72,105.83,0.091
43.72,105.85,0.091
43.72,105.87,0.091
43.73,105.88,0.091
43.73,105.90,0.091
43.73,105.92,0.091
43.73,105.93,0.091
43.73,105.95,0.091
43.73,105.97,0.091
43.74,105.98,0.091
43.74,106.00,0.091
43.74,106.02,0.091
43.74,106.03,0.091
43.74,106.05,0.091
43.74,106.07,0.091
43.74,106.08,0.091
43.75,106.10,0.091
43.75,106.12,0.091
43.75,106.13,0.091
43.75,106.15,0.091
43.75,106.17,0.091
43.76,106.18,0.091
43.76,106.20,0.091
43.76,106.22,0.091
43.76,106.23,0.091
43.76,106.25,0.091
43.76,106.27,0.091
43.76,106.28,0.091
43.77,106.30,0.091
43.77,106.32,0.091
43.77,106.33,0.091
43.77,106.35,0.091
43.77,106.37,0.091
43.78,106.38,0.091
43.78,106.40,0.091
43.78,106.42,0.091
43.78,106.43,0.091
43.78,106.45,0.091
43.78,106.47,0.091
43.79,106.48,0.091
43.79,106.50,0.091
43.79,106.52,0.091
43.79,106.53,0.091
43.79,106.55,0.091
43.79,106.57,0.091
43.79,106.58,0.091
43.80,106.60,0.091
43.80,106.62,0.091
43.80,106.63,0.091
43.80,106.65,0.091
43.80,106.67,0.091
43.81,106.68,0.091
43.81,106.70,0.091
43.81,106.72,0.091
43.81,106.73,0.091
43.81,106.75,0.091
43.81,106.77,0.091
43.81,106.78,0.091
43.82,106.80,0.091
43.82,106.82,0.091
43.82,106.83,0.091
43.82,106.85,0.091
43.82,106.87,0.091
43.83,106.88,0.091
43.83,106.90,0.091
43.83,106.92,0.091
43.83,106.93,0.091
43.83,106.95,0.091
43.83,106.97,0.091
43.84,106.98,0.091
43.84,107.00,0.091
43.84,107.02,0.091
43.84,107.03,0.091
43.84,107.05,0.091
43.84,107.07,0.091
43.84,107.08,0.091
43.85,107.10,0.091
43.85,107.12,0.091
43.85,107.13,0.091
43.85,107.15,0.091
43.85,107.17,0.091
43.86,107.18,0.091
43.86,107.20,0.091
43.86,107.22,0.091
43.86,107.23,0.091
43.86,107.25,0.091
43.86,107.27,0.091
43.86,107.28,0.091
43.87,107.30,0.091
43.87,107.32,0.091
43.87,107.33,0.091
43.87,107.35,0.091
43.87,107.37,0.091
43.88,107.38,0.091
43.88,107.40,0.091
43.88,107.42,0.091
43.88,107.43,0.091
43.88,107.45,0.091
43.88,107.47,0.091
43.89,107.48,0.091
43.89,107.50,0.091
43.89,107.52,0.091
43.89,107.53,0.091
43.89,107.55,0.091
43.89,107.57,0.091
43.89,107.58,0.091
43.90,107.60,0.091
43.90,107.62,0.091
43.90,107.63,0.091
43.90,107.65,0.091
43.90,107.67,0.091
43.91,107.68,0.091
43.91,107.70,0.091
43.91,107.72,0.091
43.91,107.73,0.091
43.91,107.75,0.091
43.91,107.77,0.091
43.91,107.78,0.091
43.92,107.80,0.091
43.92,107.82,0.091
43.92,107.83,0.091
43.92,107.85,0.091
43.92,107.87,0.091
43.93,107.88,0.091
43.93,107.90,0.091
43.93,107.92,0.091
43.93,107.93,0.091
43.93,107.95,0.091
43.93,107.97,0.091
43.94,107.98,0.091
43.94,108.00,0.091
43.94,108.02,0.091
43.94,108.03,0.091
43.94,108.05,0.091
43.94,108.07,0.091
43.94,108.08,0.091
43.95,108.10,0.091
43.95,108.12,0.091
43.95,108.13,0.091
43.95,108.15,0.091
43.95,108.17,0.091
43.96,108.18,0.091
43.96,108.20,0.091
43.96,108.22,0.091
43.96,108.23,0.091
43.96,108.25,0.091
43.96,108.27,0.091
43.96,108.28,0.091
43.97,108.30,0.091
43.97,108.32,0.091
43.97,108.33,0.091
43.97,108.35,0.091
43.97,108.37,0.091
43.98,108.38,0.091
43.98,108.40,0.091
43.98,108.42,0.091
43.98,108.43,0.091
43.98,108.45,0.091
43.98,108.47,0.091
43.99,108.48,0.091
43.99,108.50,0.091
43.99,108.52,0.091
43.99,108.53,0.091
43.99,108.55,0.091
43.99,108.57,0.091
43.99,108.58,0.091
44.00,108.60,0.091
44.00,108.62,0.091
44.00,108.63,0.091
44.00,108.65,0.091
44.00,108.67,0.091
44.01,108.68,0.091
44.01,108.70,0.091
44.01,108.72,0.091
44.01,108.73,0.091
44.01,108.75,0.091
44.01,108.77,0.091
44.01,108.78,0.091
44.02,108.80,0.091
44.02,108.82,0.091
44.02,108.84,0.091
44.02,108.85,0.091
44.02,108.87,0.091
44.03,108.88,0.091
44.03,108.90,0.091
44.03,108.92,0.091
44.03,108.93,0.091
44.03,108.95,0.091
44.03,108.97,0.091
44.04,108.98,0.091
44.04,109.00,0.091
44.04,109.02,0.091
44.04,109.03,0.091
44.04,109.05,0.091
44.04,109.07,0.091
44.04,109.09,0.091
44.05,109.10,0.091
44.05,109.12,0.091
44.05,109.14,0.091
44.05,109.15,0.091
44.05,109.17,0.091
44.06,109.19,0.091
44.06,109.20,0.091
44.06,109.22,0.091
44.06,109.24,0.091
44.06,109.25,0.091
44.06,109.27,0.091
44.06,109.29,0.091
44.07,109.30,0.091
44.07,109.32,0.091
44.07,109.34,0.091
44.07,109.35,0.091
44.07,109.37,0.091
44.08,109.39,0.091
44.08,109.40,0.091
44.08,109.42,0.091
44.08,109.44,0.091
44.08,109.45,0.091
44.08,109.47,0.091
44.09,109.49,0.091
44.09,109.50,0.091
44.09,109.52,0.091
44.09,109.54,0.091
44.09,109.55,0.091
44.09,109.57,0.091
44.09,109.59,0.091
44.10,109.60,0.091
44.10,109.62,0.091
44.10,109.64,0.091
44.10,109.65,0.091
44.10,109.67,0.091
44.11,109.69,0.091
44.11,109.70,0.091
44.11,109.72,0.091
44.11,109.74,0.091
44.11,109.75,0.091
44.11,109.77,0.091
44.11,109.79,0.091
44.12,109.80,0.091
44.12,109.82,0.091
44.12,109.84,0.091
44.12,109.85,0.091
44.12,109.87,0.091
44.13,109.89,0.091
44.13,109.90,0.091
44.13,109.92,0.091
44.13,109.94,0.091
44.13,109.95,0.091
44.13,109.97,0.091
44.14,109.99,0.091
44.14,110.00,0.091
44.14,110.02,0.091
44.14,110.03,0.091
44.14,110.05,0.091
44.14,110.07,0.091
44.14,110.09,0.091
44.15,110.10,0.091
44.15,110.12,0.091
44.15,110.14,0.091
44.15,110.15,0.091
44.15,110.17,0.091
44.16,110.19,0.091
44.16,110.20,0.091
44.16,110.22,0.091
44.16,110.24,0.091
44.16,110.25,0.091
44.16,110.27,0.091
44.16,110.29,0.091
44.17,110.30,0.091
44.17,110.32,0.091
44.17,110.34,0.091
44.17,110.35,0.091
44.17,110.37,0.091
44.18,110.39,0.091
44.18,110.40,0.091
44.18,110.42,0.091
44.18,110.44,0.091
44.18,110.45,0.091
44.18,110.47,0.091
44.19,110.49,0.091
44.19,110.50,0.091
44.19,110.52,0.091
44.19,110.54,0.091
44.19,110.55,0.091
44.19,110.57,0.091
44.19,110.59,0.091
44.20,110.60,0.091
44.20,110.62,0.091
44.20,110.64,0.091
44.20,110.65,0.091
44.20,110.67,0.091
44.21,110.69,0.091
44.21,110.70,0.091
44.21,110.72,0.091
44.21,110.74,0.091
44.21,110.75,0.091
44.21,110.77,0.091
44.21,110.79,0.091
44.22,110.80,0.091
44.22,110.82,0.091
44.22,110.84,0.091
44.22,110.85,0.091
44.22,110.87,0.091
44.23,110.89,0.091
44.23,110.90,0.091
44.23,110.92,0.091
44.23,110.94,0.091
44.23,110.95,0.091
44.23,110.97,0.091
44.24,110.99,0.091
44.24,111.00,0.091
44.24,111.02,0.091
44.24,111.04,0.091
44.24,111.05,0.091
44.24,111.07,0.091
44.24,111.09,0.091
44.25,111.10,0.091
44.25,111.12,0.091
44.25,111.14,0.091
44.25,111.15,0.091
44.25,111.17,0.091
44.26,111.19,0.091
44.26,111.20,0.091
44.26,111.22,0.091
44.26,111.24,0.091
44.26,111.25,0.091
44.26,111.27,0.091
44.26,111.29,0.091
44.27,111.30,0.091
44.27,111.32,0.091
44.27,111.34,0.091
44.27,111.35,0.091
44.27,111.37,0.091
44.28,111.39,0.091
44.28,111.40,0.091
44.28,111.42,0.091
44.28,111.44,0.091
44.28,111.45,0.091
44.28,111.47,0.091
44.29,111.49,0.091
44.29,111.50,0.091
44.29,111.52,0.091
44.29,111.54,0.091
44.29,111.55,0.091
44.29,111.57,0.091
44.29,111.59,0.091
44.30,111.60,0.091
44.30,111.62,0.091
44.30,111.64,0.091
44.30,111.65,0.091
44.30,111.67,0.091
44.31,111.69,0.091
44.31,111.70,0.091
44.31,111.72,0.091
44.31,111.74,0.091
44.31,111.75,0.091
44.31,111.77,0.091
44.31,111.79,0.091
44.32,111.80,0.091
44.32,111.82,0.091
44.32,111.84,0.091
44.32,111.85,0.091
44.32,111.87,0.091
44.33,111.89,0.091
44.33,111.90,0.091
44.33,111.92,0.091
44.33,111.94,0.091
44.33,111.95,0.091
44.33,111.97,0.091
44.34,111.99,0.091
44.34,112.00,0.091
44.34,112.02,0.091
44.34,112.04,0.091
44.34,112.05,0.091
44.34,112.07,0.092
44.34,112.09,0.092
44.35,112.10,0.092
44.35,112.12,0.092
44.35,112.14,0.092
44.35,112.16,0.092
44.35,112.17,0.092
44.36,112.19,0.092
44.36,112.20,0.092
44.36,112.22,0.092
44.36,112.24,0.092
44.36,112.25,0.092
44.36,112.27,0.092
44.36,112.29,0.092
44.37,112.30,0.092
44.37,112.32,0.092
44.37,112.34,0.092
44.37,112.35,0.092
44.37,112.37,0.092
44.38,112.39,0.092
44.38,112.40,0.092
44.38,112.42,0.092
44.38,112.44,0.092
44.38,112.45,0.092
44.38,112.47,0.092
44.39,112.49,0.092
44.39,112.51,0.092
44.39,112.52,0.092
44.39,112.54,0.092
44.39,112.55,0.092
44.39,112.57,0.092
44.39,112.59,0.092
44.40,112.60,0.092
44.40,112.62,0.092
44.40,112.64,0.092
44.40,112.65,0.092
44.40,112.67,0.092
44.41,112.69,0.092
44.41,112.71,0.092
44.41,112.72,0.092
44.41,112.74,0.092
44.41,112.75,0.092
44.41,112.77,0.092
44.41,112.79,0.092
44.42,112.80,0.092
44.42,112.82,0.092
44.42,112.84,0.092
44.42,112.85,0.092
44.42,112.87,0.092
44.43,112.89,0.092
44.43,112.90,0.092
44.43,112.92,0.092
44.43,112.94,0.092
44.43,112.95,0.092
44.43,112.97,0.092
44.44,112.99,0.092
44.44,113.00,0.092
44.44,113.02,0.092
44.44,113.04,0.092
44.44,113.05,0.092
44.44,113.07,0.092
44.44,113.09,0.092
44.45,113.10,0.092
44.45,113.12,0.092
44.45,113.14,0.092
44.45,113.15,0.092
44.45,113.17,0.092
44.46,113.19,0.092
44.46,113.21,0.092
44.46,113.22,0.092
44.46,113.24,0.092
44.46,113.26,0.092
44.46,113.27,0.092
44.46,113.29,0.092
44.47,113.31,0.092
44.47,113.32,0.092
44.47,113.34,0.092
44.47,113.36,0.092
44.47,113.37,0.092
44.48,113.39,0.092
44.48,113.40,0.092
44.48,113.42,0.092
44.48,113.44,0.092
44.48,113.46,0.092
44.48,113.47,0.092
44.49,113.49,0.092
44.49,113.50,0.092
44.49,113.52,0.092
44.49,113.54,0.092
44.49,113.56,0.092
44.49,113.57,0.092
44.49,113.59,0.092
44.50,113.61,0.092
44.50,113.62,0.092
44.50,113.64,0.092
44.50,113.66,0.092
44.50,113.67,0.092
44.51,113.69,0.092
44.51,113.71,0.092
44.51,113.72,0.092
44.51,113.74,0.092
44.51,113.76,0.092
44.51,113.77,0.092
44.51,113.79,0.092
44.52,113.81,0.092
44.52,113.82,0.092
44.52,113.84,0.092
44.52,113.86,0.092
44.52,113.87,0.092
44.53,113.89,0.092
44.53,113.91,0.092
44.53,113.92,0.092
44.53,113.94,0.092
44.53,113.96,0.092
44.53,113.97,0.092
44.54,113.99,0.092
44.54,114.01,0.092
44.54,114.02,0.092
44.54,114.04,0.092
44.54,114.06,0.092
44.54,114.07,0.092
44.54,114.09,0.092
44.55,114.10,0.092
44.55,114.12,0.092
44.55,114.14,0.092
44.55,114.16,0.092
44.55,114.17,0.092
44.56,114.19,0.092
44.56,114.21,0.092
44.56,114.22,0.092
44.56,114.24,0.092
44.56,114.26,0.092
44.56,114.27,0.092
44.56,114.29,0.092
44.57,114.31,0.092
44.57,114.32,0.092
44.57,114.34,0.092
44.57,114.36,0.092
44.57,114.37,0.092
44.58,114.39,0.092
44.58,114.41,0.092
44.58,114.42,0.092
44.58,114.44,0.092
44.58,114.46,0.092
44.58,114.47,0.092
44.59,114.49,0.092
44.59,114.51,0.092
44.59,114.52,0.092
44.59,114.54,0.092
44.59,114.56,0.092
44.59,114.57,0.092
44.59,114.59,0.092
44.60,114.61,0.092
44.60,114.62,0.092
44.60,114.64,0.092
44.60,114.66,0.092
44.60,114.67,0.092
44.61,114.69,0.092
44.61,114.71,0.092
44.61,114.72,0.092
44.61,114.74,0.092
44.61,114.76,0.092
44.61,114.77,0.092
44.61,114.79,0.092
44.62,114.81,0.092
44.62,114.82,0.092
44.62,114.84,0.092
44.62,114.86,0.092
44.62,114.87,0.092
44.63,114.89,0.092
44.63,114.91,0.092
44.63,114.92,0.092
44.63,114.94,0.092
44.63,114.96,0.092
44.63,114.97,0.092
44.64,114.99,0.092
44.64,115.01,0.092
44.64,115.02,0.092
44.64,115.04,0.092
44.64,115.06,0.092
44.64,115.07,0.092
44.64,115.09,0.092
44.65,115.11,0.092
44.65,115.12,0.092
44.65,115.14,0.092
44.65,115.16,0.092
44.65,115.17,0.092
44.66,115.19,0.092
44.66,115.21,0.092
44.66,115.22,0.092
44.66,115.24,0.092
44.66,115.26,0.092
44.66,115.27,0.092
44.66,115.29,0.092
44.67,115.31,0.092
44.67,115.32,0.092
44.67,115.34,0.092
44.67,115.36,0.092
44.67,115.38,0.092
44.68,115.39,0.092
44.68,115.41,0.092
44.68,115.43,0.092
44.68,115.44,0.092
44.68,115.46,0.092
44.68,115.47,0.092
44.69,115.49,0.092
44.69,115.51,0.092
44.69,115.53,0.092
44.69,115.54,0.092
44.69,115.56,0.092
44.69,115.58,0.092
44.69,115.59,0.092
44.70,115.61,0.092
44.70,115.62,0.092
44.70,115.64,0.092
44.70,115.66,0.092
44.70,115.67,0.092
44.71,115.69,0.092
44.71,115.71,0.092
44.71,115.73,0.092
44.71,115.74,0.092
44.71,115.76,0.092
44.71,115.78,0.092
44.71,115.79,0.092
44.72,115.81,0.092
