Instrument name,DSC2A-00468
Operator,Jeff Yarger
Sample name,Indium
[step]
Ramp 10.00 °C/min to 200.00 °C
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
36.00,30.13,-0.010
36.01,30.13,-0.010
36.01,30.13,-0.010
36.01,30.13,-0.010
36.01,30.13,-0.010
36.01,30.13,-0.010
36.01,30.13,-0.010
36.01,30.13,-0.010
36.02,30.13,-0.010
36.02,30.13,-0.010
36.02,30.13,-0.010
36.02,30.13,-0.010
36.02,30.13,-0.010
36.03,30.13,-0.010
36.03,30.13,-0.010
36.03,30.13,-0.010
36.03,30.13,-0.010
36.03,30.13,-0.010
36.03,30.13,-0.010
36.04,30.13,-0.010
36.04,30.13,-0.010
36.04,30.13,-0.010
36.04,30.13,-0.010
36.04,30.14,-0.010
36.04,30.14,-0.009
36.04,30.14,-0.009
36.05,30.14,-0.009
36.05,30.14,-0.009
36.05,30.14,-0.009
36.05,30.14,-0.008
36.05,30.14,-0.008
36.06,30.14,-0.007
36.06,30.14,-0.006
36.06,30.15,-0.005
36.06,30.15,-0.004
36.06,30.15,-0.003
36.06,30.15,-0.001
36.06,30.15,0.000
36.07,30.15,0.002
36.07,30.16,0.003
36.07,30.16,0.005
36.07,30.16,0.006
36.07,30.16,0.007
36.08,30.17,0.008
36.08,30.17,0.009
36.08,30.17,0.011
36.08,30.18,0.012
36.08,30.18,0.014
36.08,30.18,0.015
36.09,30.19,0.016
36.09,30.19,0.018
36.09,30.19,0.019
36.09,30.20,0.021
36.09,30.20,0.022
36.09,30.21,0.024
36.09,30.21,0.025
36.10,30.22,0.027
36.10,30.22,0.028
36.10,30.23,0.030
36.10,30.23,0.032
36.10,30.24,0.034
36.11,30.24,0.035
36.11,30.25,0.037
36.11,30.26,0.038
36.11,30.26,0.040
36.11,30.27,0.041
36.11,30.28,0.043
36.11,30.29,0.044
36.12,30.29,0.045
36.12,30.30,0.047
36.12,30.31,0.048
36.12,30.32,0.049
36.12,30.32,0.051
36.13,30.33,0.052
36.13,30.34,0.053
36.13,30.35,0.054
36.13,30.36,0.055
36.13,30.37,0.056
36.13,30.38,0.057
36.14,30.39,0.058
36.14,30.39,0.059
36.14,30.40,0.060
36.14,30.41,0.061
36.14,30.42,0.062
36.14,30.43,0.062
36.14,30.44,0.063
36.15,30.45,0.064
36.15,30.47,0.065
36.15,30.47,0.065
36.15,30.49,0.066
36.15,30.50,0.066
36.16,30.51,0.067
36.16,30.52,0.067
36.16,30.53,0.068
36.16,30.54,0.068
36.16,30.55,0.069
36.16,30.56,0.069
36.16,30.58,0.070
36.17,30.59,0.070
36.17,30.60,0.071
36.17,30.61,0.071
36.17,30.62,0.072
36.17,30.63,0.072
36.18,30.65,0.072
36.18,30.66,0.073
36.18,30.67,0.073
36.18,30.68,0.073
36.18,30.70,0.073
36.18,30.71,0.073
36.19,30.72,0.073
36.19,30.73,0.074
36.19,30.75,0.074
36.19,30.76,0.074
36.19,30.77,0.074
36.19,30.79,0.074
36.19,30.80,0.074
36.20,30.81,0.075
36.20,30.82,0.075
36.20,30.84,0.075
36.20,30.85,0.075
36.20,30.87,0.075
36.21,30.88,0.075
36.21,30.89,0.075
36.21,30.91,0.076
36.21,30.92,0.076
36.21,30.93,0.076
36.21,30.95,0.076
36.21,30.96,0.076
36.22,30.97,0.076
36.22,30.99,0.076
36.22,31.00,0.076
36.22,31.01,0.077
36.22,31.03,0.077
36.23,31.04,0.077
36.23,31.06,0.077
36.23,31.07,0.077
36.23,31.08,0.077
36.23,31.10,0.077
36.23,31.11,0.077
36.24,31.13,0.077
36.24,31.14,0.078
36.24,31.15,0.078
36.24,31.17,0.078
36.24,31.18,0.078
36.24,31.20,0.078
36.24,31.21,0.078
36.25,31.23,0.079
36.25,31.24,0.079
36.25,31.26,0.079
36.25,31.27,0.079
36.25,31.28,0.079
36.26,31.30,0.079
36.26,31.31,0.079
36.26,31.33,0.080
36.26,31.34,0.080
36.26,31.36,0.080
36.26,31.37,0.080
36.26,31.39,0.080
36.27,31.40,0.080
36.27,31.42,0.080
36.27,31.43,0.080
36.27,31.45,0.080
36.27,31.46,0.080
36.28,31.48,0.081
36.28,31.49,0.081
36.28,31.51,0.081
36.28,31.52,0.081
36.28,31.54,0.081
36.28,31.55,0.081
36.29,31.57,0.081
36.29,31.58,0.081
36.29,31.60,0.081
36.29,31.61,0.081
36.29,31.63,0.081
36.29,31.64,0.082
36.29,31.66,0.082
36.30,31.67,0.082
36.30,31.69,0.082
36.30,31.70,0.082
36.30,31.72,0.082
36.30,31.74,0.082
36.31,31.75,0.082
36.31,31.77,0.082
36.31,31.78,0.082
36.31,31.80,0.082
36.31,31.81,0.082
36.31,31.83,0.082
36.31,31.84,0.082
36.32,31.86,0.082
36.32,31.87,0.082
36.32,31.89,0.082
36.32,31.90,0.083
36.32,31.92,0.083
36.33,31.94,0.083
36.33,31.95,0.083
36.33,31.97,0.083
36.33,31.98,0.083
36.33,32.00,0.083
36.33,32.01,0.083
36.34,32.03,0.083
36.34,32.04,0.083
36.34,32.06,0.083
36.34,32.08,0.083
36.34,32.09,0.083
36.34,32.11,0.083
36.34,32.12,0.083
36.35,32.14,0.083
36.35,32.16,0.083
36.35,32.17,0.083
36.35,32.19,0.083
36.35,32.20,0.083
36.36,32.22,0.083
36.36,32.23,0.083
36.36,32.25,0.083
36.36,32.27,0.083
36.36,32.28,0.083
36.36,32.30,0.083
36.36,32.31,0.084
36.37,32.33,0.084
36.37,32.35,0.084
36.37,32.36,0.084
36.37,32.38,0.084
36.37,32.39,0.084
36.38,32.41,0.084
36.38,32.42,0.084
36.38,32.44,0.084
36.38,32.46,0.084
36.38,32.47,0.084
36.38,32.49,0.084
36.39,32.50,0.084
36.39,32.52,0.084
36.39,32.54,0.084
36.39,32.55,0.084
36.39,32.57,0.084
36.39,32.59,0.084
36.39,32.60,0.084
36.40,32.62,0.084
36.40,32.63,0.084
36.40,32.65,0.084
36.40,32.66,0.084
36.40,32.68,0.084
36.41,32.70,0.084
36.41,32.71,0.084
36.41,32.73,0.084
36.41,32.75,0.084
36.41,32.76,0.084
36.41,32.78,0.084
36.41,32.79,0.084
36.42,32.81,0.084
36.42,32.83,0.084
36.42,32.84,0.084
36.42,32.86,0.084
36.42,32.87,0.084
36.43,32.89,0.084
36.43,32.91,0.084
36.43,32.92,0.084
36.43,32.94,0.084
36.43,32.96,0.084
36.43,32.97,0.084
36.44,32.99,0.084
36.44,33.01,0.084
36.44,33.02,0.084
36.44,33.04,0.084
36.44,33.05,0.084
36.44,33.07,0.084
36.44,33.08,0.084
36.45,33.10,0.084
36.45,33.12,0.084
36.45,33.13,0.084
36.45,33.15,0.084
36.45,33.17,0.084
36.46,33.18,0.084
36.46,33.20,0.084
36.46,33.21,0.084
36.46,33.23,0.084
36.46,33.25,0.084
36.46,33.26,0.084
36.46,33.28,0.084
36.47,33.30,0.084
36.47,33.31,0.084
36.47,33.33,0.084
36.47,33.34,0.084
36.47,33.36,0.084
36.48,33.38,0.084
36.48,33.39,0.084
36.48,33.41,0.084
36.48,33.43,0.084
36.48,33.44,0.084
36.48,33.46,0.085
36.49,33.48,0.085
36.49,33.49,0.085
36.49,33.51,0.085
36.49,33.53,0.085
36.49,33.54,0.085
36.49,33.56,0.085
36.49,33.57,0.085
36.50,33.59,0.085
36.50,33.61,0.085
36.50,33.62,0.085
36.50,33.64,0.085
36.50,33.66,0.085
36.51,33.67,0.085
36.51,33.69,0.085
36.51,33.70,0.085
36.51,33.72,0.085
36.51,33.74,0.085
36.51,33.75,0.085
36.51,33.77,0.085
36.52,33.79,0.085
36.52,33.80,0.085
36.52,33.82,0.085
36.52,33.83,0.085
36.52,33.85,0.085
36.53,33.87,0.085
36.53,33.88,0.085
36.53,33.90,0.085
36.53,33.92,0.085
36.53,33.93,0.085
36.53,33.95,0.085
36.54,33.97,0.085
36.54,33.98,0.085
36.54,34.00,0.085
36.54,34.01,0.085
36.54,34.03,0.085
36.54,34.05,0.085
36.54,34.07,0.085
36.55,34.08,0.085
36.55,34.10,0.085
36.55,34.11,0.085
36.55,34.13,0.085
36.55,34.15,0.085
36.56,34.16,0.085
36.56,34.18,0.085
36.56,34.20,0.085
36.56,34.21,0.085
36.56,34.23,0.085
36.56,34.25,0.085
36.56,34.26,0.085
36.57,34.28,0.085
36.57,34.30,0.085
36.57,34.31,0.085
36.57,34.33,0.085
36.57,34.34,0.085
36.58,34.36,0.085
36.58,34.38,0.085
36.58,34.39,0.085
36.58,34.41,0.085
36.58,34.43,0.085
36.58,34.44,0.085
36.59,34.46,0.085
36.59,34.47,0.085
36.59,34.49,0.085
36.59,34.51,0.085
36.59,34.52,0.085
36.59,34.54,0.085
36.59,34.56,0.085
36.60,34.57,0.085
36.60,34.59,0.085
36.60,34.61,0.085
36.60,34.62,0.085
36.60,34.64,0.085
36.61,34.66,0.085
36.61,34.67,0.085
36.61,34.69,0.085
36.61,34.71,0.085
36.61,34.72,0.085
36.61,34.74,0.085
36.61,34.76,0.085
36.62,34.77,0.085
36.62,34.79,0.085
36.62,34.81,0.085
36.62,34.82,0.085
36.62,34.84,0.085
36.63,34.85,0.085
36.63,34.87,0.085
36.63,34.89,0.085
36.63,34.90,0.085
36.63,34.92,0.085
36.63,34.94,0.085
36.64,34.95,0.085
36.64,34.97,0.085
36.64,34.99,0.085
36.64,35.00,0.085
36.64,35.02,0.085
36.64,35.04,0.085
36.64,35.05,0.085
36.65,35.07,0.085
36.65,35.08,0.085
36.65,35.10,0.085
36.65,35.12,0.085
36.65,35.13,0.085
36.66,35.15,0.085
36.66,35.17,0.085
36.66,35.18,0.085
36.66,35.20,0.086
36.66,35.22,0.086
36.66,35.23,0.086
36.66,35.25,0.086
36.67,35.27,0.086
36.67,35.28,0.086
36.67,35.30,0.086
36.67,35.32,0.086
36.67,35.33,0.086
36.68,35.35,0.086
36.68,35.37,0.086
36.68,35.38,0.086
36.68,35.40,0.086
36.68,35.42,0.086
36.68,35.43,0.086
36.69,35.45,0.086
36.69,35.47,0.086
36.69,35.48,0.086
36.69,35.50,0.086
36.69,35.51,0.086
36.69,35.53,0.086
36.69,35.55,0.086
36.70,35.56,0.086
36.70,35.58,0.086
36.70,35.60,0.086
36.70,35.61,0.086
36.70,35.63,0.086
36.71,35.65,0.086
36.71,35.66,0.086
36.71,35.68,0.086
36.71,35.70,0.086
36.71,35.71,0.086
36.71,35.73,0.086
36.71,35.75,0.086
36.72,35.76,0.086
36.72,35.78,0.086
36.72,35.80,0.086
36.72,35.81,0.086
36.72,35.83,0.086
36.73,35.84,0.086
36.73,35.86,0.086
36.73,35.88,0.086
36.73,35.89,0.086
36.73,35.91,0.086
36.73,35.93,0.086
36.74,35.94,0.086
36.74,35.96,0.086
36.74,35.98,0.086
36.74,35.99,0.086
36.74,36.01,0.086
36.74,36.03,0.086
36.74,36.04,0.086
36.75,36.06,0.086
36.75,36.07,0.086
36.75,36.09,0.086
36.75,36.11,0.086
36.75,36.13,0.086
36.76,36.14,0.086
36.76,36.16,0.086
36.76,36.18,0.086
36.76,36.19,0.086
36.76,36.21,0.086
36.76,36.23,0.086
36.76,36.24,0.086
36.77,36.26,0.086
36.77,36.28,0.086
36.77,36.29,0.086
36.77,36.31,0.086
36.77,36.32,0.086
36.78,36.34,0.086
36.78,36.36,0.086
36.78,36.37,0.086
36.78,36.39,0.086
36.78,36.41,0.086
36.78,36.42,0.086
36.79,36.44,0.086
36.79,36.46,0.086
36.79,36.47,0.086
36.79,36.49,0.086
36.79,36.51,0.086
36.79,36.52,0.086
36.79,36.54,0.086
36.80,36.56,0.086
36.80,36.57,0.086
36.80,36.59,0.086
36.80,36.61,0.086
36.80,36.62,0.086
36.81,36.64,0.086
36.81,36.66,0.086
36.81,36.67,0.086
36.81,36.69,0.086
36.81,36.70,0.086
36.81,36.72,0.086
36.81,36.74,0.086
36.82,36.75,0.086
36.82,36.77,0.086
36.82,36.79,0.086
36.82,36.80,0.086
36.82,36.82,0.086
36.83,36.84,0.086
36.83,36.85,0.086
36.83,36.87,0.086
36.83,36.89,0.086
36.83,36.90,0.086
36.83,36.92,0.086
36.84,36.94,0.086
36.84,36.95,0.086
36.84,36.97,0.086
36.84,36.99,0.086
36.84,37.00,0.086
36.84,37.02,0.086
36.84,37.04,0.086
36.85,37.05,0.086
36.85,37.07,0.086
36.85,37.09,0.086
36.85,37.10,0.086
36.85,37.12,0.086
36.86,37.13,0.086
36.86,37.15,0.086
36.86,37.17,0.086
36.86,37.19,0.086
36.86,37.20,0.086
36.86,37.22,0.086
36.86,37.23,0.086
36.87,37.25,0.086
36.87,37.27,0.086
36.87,37.28,0.086
36.87,37.30,0.086
36.87,37.32,0.086
36.88,37.33,0.086
36.88,37.35,0.086
36.88,37.37,0.086
36.88,37.38,0.086
36.88,37.40,0.086
36.88,37.42,0.086
36.89,37.43,0.086
36.89,37.45,0.086
36.89,37.47,0.086
36.89,37.48,0.086
36.89,37.50,0.086
36.89,37.52,0.086
36.89,37.53,0.086
36.90,37.55,0.086
36.90,37.57,0.086
36.90,37.58,0.086
36.90,37.60,0.086
36.90,37.62,0.086
36.91,37.63,0.086
36.91,37.65,0.086
36.91,37.67,0.086
36.91,37.68,0.086
36.91,37.70,0.086
36.91,37.72,0.086
36.91,37.73,0.086
36.92,37.75,0.086
36.92,37.77,0.086
36.92,37.78,0.086
36.92,37.80,0.086
36.92,37.82,0.086
36.93,37.83,0.086
36.93,37.85,0.086
36.93,37.86,0.086
36.93,37.88,0.086
36.93,37.90,0.086
36.93,37.92,0.086
36.94,37.93,0.086
36.94,37.95,0.086
36.94,37.97,0.086
36.94,37.98,0.086
36.94,38.00,0.086
36.94,38.02,0.086
36.94,38.03,0.086
36.95,38.05,0.086
36.95,38.06,0.086
36.95,38.08,0.086
36.95,38.10,0.086
36.95,38.11,0.086
36.96,38.13,0.086
36.96,38.15,0.086
36.96,38.16,0.086
36.96,38.18,0.086
36.96,38.20,0.086
36.96,38.21,0.086
36.96,38.23,0.086
36.97,38.25,0.086
36.97,38.26,0.086
36.97,38.28,0.086
36.97,38.30,0.086
36.97,38.31,0.086
36.98,38.33,0.086
36.98,38.35,0.086
36.98,38.36,0.086
36.98,38.38,0.086
36.98,38.40,0.086
36.98,38.41,0.086
36.99,38.43,0.086
36.99,38.45,0.086
36.99,38.46,0.086
36.99,38.48,0.086
36.99,38.50,0.086
36.99,38.51,0.086
36.99,38.53,0.086
37.00,38.55,0.086
37.00,38.56,0.086
37.00,38.58,0.086
37.00,38.60,0.086
37.00,38.61,0.086
37.01,38.63,0.086
37.01,38.65,0.086
37.01,38.66,0.086
37.01,38.68,0.086
37.01,38.70,0.086
37.01,38.71,0.086
37.01,38.73,0.086
37.02,38.75,0.086
37.02,38.76,0.086
37.02,38.78,0.086
37.02,38.80,0.086
37.02,38.81,0.087
37.03,38.83,0.087
37.03,38.85,0.087
37.03,38.86,0.087
37.03,38.88,0.087
37.03,38.90,0.086
37.03,38.91,0.086
37.04,38.93,0.086
37.04,38.95,0.087
37.04,38.96,0.087
37.04,38.98,0.087
37.04,39.00,0.087
37.04,39.01,0.087
37.04,39.03,0.087
37.05,39.04,0.087
37.05,39.06,0.087
37.05,39.08,0.087
37.05,39.10,0.087
37.05,39.11,0.087
37.06,39.13,0.087
37.06,39.15,0.087
37.06,39.16,0.087
37.06,39.18,0.087
37.06,39.20,0.087
37.06,39.21,0.087
37.06,39.23,0.087
37.07,39.24,0.087
37.07,39.26,0.087
37.07,39.28,0.087
37.07,39.29,0.087
37.07,39.31,0.087
37.08,39.33,0.087
37.08,39.34,0.087
37.08,39.36,0.087
37.08,39.38,0.087
37.08,39.39,0.087
37.08,39.41,0.087
37.09,39.43,0.087
37.09,39.44,0.087
37.09,39.46,0.087
37.09,39.48,0.087
37.09,39.49,0.087
37.09,39.51,0.087
37.09,39.53,0.087
37.10,39.54,0.087
37.10,39.56,0.087
37.10,39.58,0.087
37.10,39.59,0.087
37.10,39.61,0.087
37.11,39.63,0.087
37.11,39.64,0.087
37.11,39.66,0.087
37.11,39.68,0.087
37.11,39.69,0.087
37.11,39.71,0.087
37.11,39.73,0.087
37.12,39.74,0.087
37.12,39.76,0.087
37.12,39.78,0.087
37.12,39.79,0.087
37.12,39.81,0.087
37.13,39.83,0.087
37.13,39.84,0.087
37.13,39.86,0.087
37.13,39.88,0.087
37.13,39.89,0.087
37.13,39.91,0.087
37.14,39.93,0.087
37.14,39.94,0.087
37.14,39.96,0.087
37.14,39.98,0.087
37.14,39.99,0.087
37.14,40.01,0.087
37.14,40.03,0.087
37.15,40.04,0.087
37.15,40.06,0.087
37.15,40.07,0.087
37.15,40.09,0.087
37.15,40.11,0.087
37.16,40.13,0.087
37.16,40.14,0.087
37.16,40.16,0.087
37.16,40.18,0.087
37.16,40.19,0.087
37.16,40.21,0.087
37.16,40.23,0.087
37.17,40.24,0.087
37.17,40.26,0.087
37.17,40.28,0.087
37.17,40.29,0.087
37.17,40.31,0.087
37.18,40.33,0.087
37.18,40.34,0.087
37.18,40.36,0.087
37.18,40.37,0.087
37.18,40.39,0.087
37.18,40.41,0.087
37.19,40.42,0.087
37.19,40.44,0.087
37.19,40.46,0.087
37.19,40.48,0.087
37.19,40.49,0.087
37.19,40.51,0.087
37.19,40.52,0.087
37.20,40.54,0.087
37.20,40.56,0.087
37.20,40.57,0.087
37.20,40.59,0.087
37.20,40.61,0.087
37.21,40.63,0.087
37.21,40.64,0.087
37.21,40.66,0.087
37.21,40.67,0.087
37.21,40.69,0.087
37.21,40.71,0.087
37.21,40.72,0.087
37.22,40.74,0.087
37.22,40.76,0.087
37.22,40.78,0.087
37.22,40.79,0.087
37.22,40.81,0.087
37.23,40.82,0.087
37.23,40.84,0.087
37.23,40.86,0.087
37.23,40.87,0.087
37.23,40.89,0.087
37.23,40.91,0.087
37.24,40.92,0.087
37.24,40.94,0.087
37.24,40.96,0.087
37.24,40.97,0.087
37.24,40.99,0.087
37.24,41.01,0.087
37.24,41.02,0.087
37.25,41.04,0.087
37.25,41.06,0.087
37.25,41.07,0.087
37.25,41.09,0.087
37.25,41.11,0.087
37.26,41.12,0.087
37.26,41.14,0.087
37.26,41.16,0.087
37.26,41.17,0.087
37.26,41.19,0.087
37.26,41.21,0.087
37.26,41.23,0.087
37.27,41.24,0.087
37.27,41.26,0.087
37.27,41.27,0.087
37.27,41.29,0.087
37.27,41.31,0.087
37.28,41.32,0.087
37.28,41.34,0.087
37.28,41.36,0.087
37.28,41.37,0.087
37.28,41.39,0.087
37.28,41.41,0.087
37.29,41.42,0.087
37.29,41.44,0.087
37.29,41.46,0.087
37.29,41.47,0.087
37.29,41.49,0.087
37.29,41.51,0.087
37.29,41.52,0.087
37.30,41.54,0.087
37.30,41.56,0.087
37.30,41.57,0.087
37.30,41.59,0.087
37.30,41.61,0.087
37.31,41.62,0.087
37.31,41.64,0.087
37.31,41.66,0.087
37.31,41.67,0.087
37.31,41.69,0.087
37.31,41.71,0.087
37.31,41.72,0.087
37.32,41.74,0.087
37.32,41.76,0.087
37.32,41.78,0.087
37.32,41.79,0.087
37.32,41.81,0.087
37.33,41.82,0.087
37.33,41.84,0.087
37.33,41.86,0.087
37.33,41.87,0.087
37.33,41.89,0.087
37.33,41.91,0.087
37.34,41.92,0.087
37.34,41.94,0.087
37.34,41.96,0.087
37.34,41.97,0.087
37.34,41.99,0.087
37.34,42.01,0.087
37.34,42.02,0.087
37.35,42.04,0.087
37.35,42.06,0.087
37.35,42.07,0.087
37.35,42.09,0.087
37.35,42.11,0.087
37.36,42.12,0.087
37.36,42.14,0.087
37.36,42.16,0.087
37.36,42.17,0.087
37.36,42.19,0.087
37.36,42.21,0.087
37.36,42.22,0.087
37.37,42.24,0.087
37.37,42.26,0.087
37.37,42.27,0.087
37.37,42.29,0.087
37.37,42.31,0.087
37.38,42.32,0.087
37.38,42.34,0.087
37.38,42.36,0.087
37.38,42.37,0.087
37.38,42.39,0.087
37.38,42.41,0.087
37.39,42.42,0.087
37.39,42.44,0.087
37.39,42.46,0.087
37.39,42.47,0.087
37.39,42.49,0.087
37.39,42.51,0.087
37.39,42.52,0.087
37.40,42.54,0.087
37.40,42.56,0.087
37.40,42.57,0.087
37.40,42.59,0.087
37.40,42.61,0.087
37.41,42.62,0.087
37.41,42.64,0.087
37.41,42.66,0.087
37.41,42.67,0.087
37.41,42.69,0.087
37.41,42.71,0.087
37.41,42.72,0.087
37.42,42.74,0.087
37.42,42.76,0.087
37.42,42.77,0.087
37.42,42.79,0.087
37.42,42.81,0.087
37.43,42.82,0.087
37.43,42.84,0.087
37.43,42.86,0.087
37.43,42.87,0.087
37.43,42.89,0.087
37.43,42.91,0.087
37.44,42.92,0.087
37.44,42.94,0.087
37.44,42.96,0.087
37.44,42.97,0.087
37.44,42.99,0.087
37.44,43.01,0.087
37.44,43.02,0.087
37.45,43.04,0.087
37.45,43.06,0.087
37.45,43.07,0.087
37.45,43.09,0.087
37.45,43.11,0.087
37.46,43.12,0.087
37.46,43.14,0.087
37.46,43.16,0.087
37.46,43.17,0.087
37.46,43.19,0.087
37.46,43.21,0.087
37.46,43.22,0.087
37.47,43.24,0.087
37.47,43.26,0.087
37.47,43.27,0.087
37.47,43.29,0.087
37.47,43.31,0.087
37.48,43.32,0.087
37.48,43.34,0.087
37.48,43.36,0.087
37.48,43.37,0.087
37.48,43.39,0.087
37.48,43.41,0.087
37.49,43.42,0.087
37.49,43.44,0.087
37.49,43.46,0.087
37.49,43.47,0.087
37.49,43.49,0.087
37.49,43.51,0.087
37.49,43.52,0.087
37.50,43.54,0.087
37.50,43.56,0.087
37.50,43.57,0.087
37.50,43.59,0.087
37.50,43.61,0.087
37.51,43.62,0.087
37.51,43.64,0.087
37.51,43.66,0.087
37.51,43.67,0.087
37.51,43.69,0.087
37.51,43.71,0.087
37.51,43.72,0.087
37.52,43.74,0.087
37.52,43.76,0.087
37.52,43.77,0.087
37.52,43.79,0.087
37.52,43.81,0.087
37.53,43.82,0.087
37.53,43.84,0.087
37.53,43.86,0.087
37.53,43.87,0.087
37.53,43.89,0.087
37.53,43.91,0.087
37.54,43.92,0.087
37.54,43.94,0.087
37.54,43.96,0.087
37.54,43.97,0.087
37.54,43.99,0.087
37.54,44.01,0.087
37.54,44.02,0.087
37.55,44.04,0.087
37.55,44.06,0.087
37.55,44.07,0.087
37.55,44.09,0.087
37.55,44.11,0.087
37.56,44.12,0.087
37.56,44.14,0.087
37.56,44.16,0.087
37.56,44.17,0.087
37.56,44.19,0.087
37.56,44.21,0.087
37.56,44.22,0.087
37.57,44.24,0.087
37.57,44.26,0.087
37.57,44.27,0.087
37.57,44.29,0.087
37.57,44.31,0.087
37.58,44.32,0.087
37.58,44.34,0.087
37.58,44.36,0.087
37.58,44.37,0.087
37.58,44.39,0.087
37.58,44.41,0.087
37.59,44.42,0.087
37.59,44.44,0.087
37.59,44.46,0.087
37.59,44.47,0.087
37.59,44.49,0.087
37.59,44.51,0.087
37.59,44.52,0.087
37.60,44.54,0.087
37.60,44.56,0.087
37.60,44.57,0.087
37.60,44.59,0.087
37.60,44.61,0.087
37.61,44.62,0.087
37.61,44.64,0.087
37.61,44.66,0.087
37.61,44.67,0.087
37.61,44.69,0.087
37.61,44.71,0.087
37.61,44.72,0.087
37.62,44.74,0.087
37.62,44.76,0.087
37.62,44.77,0.087
37.62,44.79,0.087
37.62,44.81,0.087
37.63,44.82,0.087
37.63,44.84,0.087
37.63,44.86,0.087
37.63,44.87,0.087
37.63,44.89,0.087
37.63,44.91,0.087
37.64,44.92,0.087
37.64,44.94,0.087
37.64,44.96,0.087
37.64,44.97,0.087
37.64,44.99,0.087
37.64,45.01,0.087
37.64,45.02,0.087
37.65,45.04,0.087
37.65,45.06,0.087
37.65,45.07,0.087
37.65,45.09,0.087
37.65,45.11,0.087
37.66,45.12,0.087
37.66,45.14,0.087
37.66,45.16,0.087
37.66,45.17,0.087
37.66,45.19,0.087
37.66,45.21,0.087
37.66,45.22,0.087
37.67,45.24,0.087
37.67,45.26,0.087
37.67,45.27,0.087
37.67,45.29,0.087
37.67,45.31,0.087
37.68,45.32,0.087
37.68,45.34,0.087
37.68,45.36,0.087
37.68,45.37,0.087
37.68,45.39,0.087
37.68,45.41,0.087
37.69,45.42,0.087
37.69,45.44,0.087
37.69,45.46,0.087
37.69,45.47,0.087
37.69,45.49,0.087
37.69,45.51,0.087
37.69,45.52,0.087
37.70,45.54,0.087
37.70,45.56,0.087
37.70,45.57,0.087
37.70,45.59,0.087
37.70,45.61,0.087
37.71,45.62,0.087
37.71,45.64,0.087
37.71,45.66,0.087
37.71,45.67,0.087
37.71,45.69,0.087
37.71,45.71,0.087
37.71,45.72,0.087
37.72,45.74,0.087
37.72,45.76,0.087
37.72,45.77,0.087
37.72,45.79,0.087
37.72,45.81,0.087
37.73,45.82,0.087
37.73,45.84,0.087
37.73,45.86,0.087
37.73,45.87,0.087
37.73,45.89,0.087
37.73,45.91,0.087
37.74,45.92,0.087
37.74,45.94,0.087
37.74,45.96,0.087
37.74,45.97,0.087
37.74,45.99,0.087
37.74,46.01,0.087
37.74,46.02,0.087
37.75,46.04,0.087
37.75,46.06,0.087
37.75,46.07,0.087
37.75,46.09,0.087
37.75,46.11,0.087
37.76,46.12,0.087
37.76,46.14,0.087
37.76,46.16,0.087
37.76,46.17,0.087
37.76,46.19,0.087
37.76,46.21,0.087
37.76,46.22,0.087
37.77,46.24,0.087
37.77,46.26,0.087
37.77,46.27,0.087
37.77,46.29,0.087
37.77,46.31,0.087
37.78,46.32,0.087
37.78,46.34,0.087
37.78,46.36,0.087
37.78,46.37,0.087
37.78,46.39,0.087
37.78,46.41,0.087
37.79,46.42,0.087
37.79,46.44,0.087
37.79,46.46,0.087
37.79,46.47,0.087
37.79,46.49,0.087
37.79,46.51,0.087
37.79,46.52,0.087
37.80,46.54,0.087
37.80,46.56,0.087
37.80,46.57,0.087
37.80,46.59,0.087
37.80,46.61,0.087
37.81,46.62,0.087
37.81,46.64,0.087
37.81,46.66,0.087
37.81,46.67,0.087
37.81,46.69,0.087
37.81,46.71,0.087
37.81,46.72,0.087
37.82,46.74,0.087
37.82,46.76,0.087
37.82,46.77,0.087
37.82,46.79,0.087
37.82,46.81,0.087
37.83,46.82,0.087
37.83,46.84,0.087
37.83,46.86,0.087
37.83,46.87,0.087
37.83,46.89,0.087
37.83,46.91,0.087
37.84,46.92,0.087
37.84,46.94,0.087
37.84,46.96,0.087
37.84,46.97,0.087
37.84,46.99,0.087
37.84,47.01,0.087
37.84,47.02,0.087
37.85,47.04,0.087
37.85,47.06,0.087
37.85,47.07,0.087
37.85,47.09,0.087
37.85,47.11,0.087
37.86,47.12,0.087
37.86,47.14,0.087
37.86,47.16,0.087
37.86,47.17,0.087
37.86,47.19,0.087
37.86,47.21,0.087
37.86,47.22,0.087
37.87,47.24,0.087
37.87,47.26,0.087
37.87,47.27,0.087
37.87,47.29,0.087
37.87,47.31,0.087
37.88,47.32,0.087
37.88,47.34,0.087
37.88,47.36,0.087
37.88,47.37,0.087
37.88,47.39,0.087
37.88,47.41,0.087
37.89,47.42,0.087
37.89,47.44,0.087
37.89,47.46,0.087
37.89,47.47,0.087
37.89,47.49,0.087
37.89,47.51,0.087
37.89,47.53,0.087
37.90,47.54,0.087
37.90,47.56,0.087
37.90,47.57,0.087
37.90,47.59,0.087
37.90,47.61,0.087
37.91,47.63,0.087
37.91,47.64,0.087
37.91,47.66,0.087
37.91,47.67,0.087
37.91,47.69,0.087
37.91,47.71,0.087
37.91,47.72,0.087
37.92,47.74,0.087
37.92,47.76,0.087
37.92,47.78,0.087
37.92,47.79,0.087
37.92,47.81,0.087
37.93,47.82,0.087
37.93,47.84,0.087
