Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #0001
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),1.9000
Water Temp (deg C),21.00
Room Temp (deg C),24.04
Water Volume (L),2.0
Wire Before (g),0.026
Wire After (g),0.018
=====,=====
Time (s), Temperature (C)
0.00,21.00
60.00,21.01
120.00,21.01
180.00,21.01
240.00,21.02
300.00,21.02
315.00,21.05
330.00,21.45
345.00,22.07
360.00,22.71
375.00,23.29
390.00,23.78
405.00,24.18
420.00,24.51
435.00,24.76
450.00,24.95
465.00,25.10
480.00,25.21
540.00,25.45
600.00,25.52
660.00,25.52
720.00,25.52
780.00,25.51
840.00,25.51
900.00,25.51
960.00,25.50
1020.00,25.50
1080.00,25.50
